Waste Volume Coordinate,Surface Area Coordinate,Dumpsite Count,Volume Range Label,Area Range Label
4,1,0,20-100 t,1000-5000 m2
4,1,0,20-100 t,Over 5000 m2
4,1,0,100-500 t,Less than 30 m2
4,1,0,100-500 t,30-100 m2
4,1,0,100-500 t,100-300 m2
4,1,0,100-500 t,300-1000 m2
4,1,0,100-500 t,1000-5000 m2
4,1,0,100-500 t,Over 5000 m2
4,1,0,Over 500 t,Less than 30 m2
4,1,0,Over 500 t,30-100 m2
4,1,0,Over 500 t,100-300 m2
4,1,0,Over 500 t,300-1000 m2
4,1,0,Over 500 t,1000-5000 m2
4,1,0,Over 500 t,Over 5000 m2
4,2,0,Up to 1 t,Less than 30 m2
4,2,0,Up to 1 t,30-100 m2
4,2,0,Up to 1 t,100-300 m2
4,2,0,Up to 1 t,300-1000 m2
4,2,0,Up to 1 t,1000-5000 m2
4,2,0,Up to 1 t,Over 5000 m2
4,2,0,1-5 t,Less than 30 m2
4,2,0,1-5 t,30-100 m2
4,2,0,1-5 t,100-300 m2
4,2,0,1-5 t,300-1000 m2
4,2,0,1-5 t,1000-5000 m2
4,2,0,1-5 t,Over 5000 m2
4,2,0,5-20 t,Less than 30 m2
4,2,0,5-20 t,30-100 m2
4,2,0,5-20 t,100-300 m2
4,2,0,5-20 t,300-1000 m2
4,2,0,5-20 t,1000-5000 m2
4,2,0,5-20 t,Over 5000 m2
4,2,0,20-100 t,Less than 30 m2
4,2,245,20-100 t,30-100 m2
4,2,0,20-100 t,100-300 m2
4,2,0,20-100 t,300-1000 m2
4,2,0,20-100 t,1000-5000 m2
4,2,0,20-100 t,Over 5000 m2
4,2,0,100-500 t,Less than 30 m2
4,2,0,100-500 t,30-100 m2
4,2,0,100-500 t,100-300 m2
4,2,0,100-500 t,300-1000 m2
4,2,0,100-500 t,1000-5000 m2
4,2,0,100-500 t,Over 5000 m2
4,2,0,Over 500 t,Less than 30 m2
4,2,0,Over 500 t,30-100 m2
4,2,0,Over 500 t,100-300 m2
4,2,0,Over 500 t,300-1000 m2
4,2,0,Over 500 t,1000-5000 m2
4,2,0,Over 500 t,Over 5000 m2
4,3,0,Up to 1 t,Less than 30 m2
4,3,0,Up to 1 t,30-100 m2
4,3,0,Up to 1 t,100-300 m2
4,3,0,Up to 1 t,300-1000 m2
4,3,0,Up to 1 t,1000-5000 m2
4,3,0,Up to 1 t,Over 5000 m2
4,3,0,1-5 t,Less than 30 m2
4,3,0,1-5 t,30-100 m2
4,3,0,1-5 t,100-300 m2
4,3,0,1-5 t,300-1000 m2
4,3,0,1-5 t,1000-5000 m2
4,3,0,1-5 t,Over 5000 m2
4,3,0,5-20 t,Less than 30 m2
4,3,0,5-20 t,30-100 m2
4,3,0,5-20 t,100-300 m2
4,3,0,5-20 t,300-1000 m2
4,3,0,5-20 t,1000-5000 m2
4,3,0,5-20 t,Over 5000 m2
4,3,0,20-100 t,Less than 30 m2
4,3,0,20-100 t,30-100 m2
4,3,538,20-100 t,100-300 m2
4,3,0,20-100 t,300-1000 m2
4,3,0,20-100 t,1000-5000 m2
4,3,0,20-100 t,Over 5000 m2
4,3,0,100-500 t,Less than 30 m2
4,3,0,100-500 t,30-100 m2
4,3,0,100-500 t,100-300 m2
4,3,0,100-500 t,300-1000 m2
4,3,0,100-500 t,1000-5000 m2
4,3,0,100-500 t,Over 5000 m2
4,3,0,Over 500 t,Less than 30 m2
4,3,0,Over 500 t,30-100 m2
4,3,0,Over 500 t,100-300 m2
4,3,0,Over 500 t,300-1000 m2
4,3,0,Over 500 t,1000-5000 m2
4,3,0,Over 500 t,Over 5000 m2
4,4,0,Up to 1 t,Less than 30 m2
4,4,0,Up to 1 t,30-100 m2
4,4,0,Up to 1 t,100-300 m2
4,4,0,Up to 1 t,300-1000 m2
4,4,0,Up to 1 t,1000-5000 m2
4,4,0,Up to 1 t,Over 5000 m2
4,4,0,1-5 t,Less than 30 m2
4,4,0,1-5 t,30-100 m2
4,4,0,1-5 t,100-300 m2
4,4,0,1-5 t,300-1000 m2
4,4,0,1-5 t,1000-5000 m2
4,4,0,1-5 t,Over 5000 m2
4,4,0,5-20 t,Less than 30 m2
4,4,0,5-20 t,30-100 m2
4,4,0,5-20 t,100-300 m2
4,4,0,5-20 t,300-1000 m2
4,4,0,5-20 t,1000-5000 m2
4,4,0,5-20 t,Over 5000 m2
4,4,0,20-100 t,Less than 30 m2
4,4,0,20-100 t,30-100 m2
4,4,0,20-100 t,100-300 m2
4,4,660,20-100 t,300-1000 m2
4,4,0,20-100 t,1000-5000 m2
4,4,0,20-100 t,Over 5000 m2
4,4,0,100-500 t,Less than 30 m2
4,4,0,100-500 t,30-100 m2
4,4,0,100-500 t,100-300 m2
4,4,0,100-500 t,300-1000 m2
4,4,0,100-500 t,1000-5000 m2
4,4,0,100-500 t,Over 5000 m2
4,4,0,Over 500 t,Less than 30 m2
4,4,0,Over 500 t,30-100 m2
4,4,0,Over 500 t,100-300 m2
4,4,0,Over 500 t,300-1000 m2
4,4,0,Over 500 t,1000-5000 m2
4,4,0,Over 500 t,Over 5000 m2
4,5,0,Up to 1 t,Less than 30 m2
4,5,0,Up to 1 t,30-100 m2
4,5,0,Up to 1 t,100-300 m2
4,5,0,Up to 1 t,300-1000 m2
4,5,0,Up to 1 t,1000-5000 m2
4,5,0,Up to 1 t,Over 5000 m2
4,5,0,1-5 t,Less than 30 m2
4,5,0,1-5 t,30-100 m2
4,5,0,1-5 t,100-300 m2
4,5,0,1-5 t,300-1000 m2
4,5,0,1-5 t,1000-5000 m2
4,5,0,1-5 t,Over 5000 m2
4,5,0,5-20 t,Less than 30 m2
4,5,0,5-20 t,30-100 m2
4,5,0,5-20 t,100-300 m2
4,5,0,5-20 t,300-1000 m2
4,5,0,5-20 t,1000-5000 m2
4,5,0,5-20 t,Over 5000 m2
4,5,0,20-100 t,Less than 30 m2
4,5,0,20-100 t,30-100 m2
4,5,0,20-100 t,100-300 m2
4,5,0,20-100 t,300-1000 m2
4,5,419,20-100 t,1000-5000 m2
4,5,0,20-100 t,Over 5000 m2
4,5,0,100-500 t,Less than 30 m2
4,5,0,100-500 t,30-100 m2
4,5,0,100-500 t,100-300 m2
4,5,0,100-500 t,300-1000 m2
4,5,0,100-500 t,1000-5000 m2
4,5,0,100-500 t,Over 5000 m2
4,5,0,Over 500 t,Less than 30 m2
4,5,0,Over 500 t,30-100 m2
4,5,0,Over 500 t,100-300 m2
4,5,0,Over 500 t,300-1000 m2
4,5,0,Over 500 t,1000-5000 m2
4,5,0,Over 500 t,Over 5000 m2
4,6,0,Up to 1 t,Less than 30 m2
4,6,0,Up to 1 t,30-100 m2
4,6,0,Up to 1 t,100-300 m2
4,6,0,Up to 1 t,300-1000 m2
4,6,0,Up to 1 t,1000-5000 m2
4,6,0,Up to 1 t,Over 5000 m2
4,6,0,1-5 t,Less than 30 m2
4,6,0,1-5 t,30-100 m2
4,6,0,1-5 t,100-300 m2
4,6,0,1-5 t,300-1000 m2
4,6,0,1-5 t,1000-5000 m2
4,6,0,1-5 t,Over 5000 m2
4,6,0,5-20 t,Less than 30 m2
4,6,0,5-20 t,30-100 m2
4,6,0,5-20 t,100-300 m2
4,6,0,5-20 t,300-1000 m2
4,6,0,5-20 t,1000-5000 m2
4,6,0,5-20 t,Over 5000 m2
4,6,0,20-100 t,Less than 30 m2
4,6,0,20-100 t,30-100 m2
4,6,0,20-100 t,100-300 m2
4,6,0,20-100 t,300-1000 m2
4,6,0,20-100 t,1000-5000 m2
4,6,140,20-100 t,Over 5000 m2
4,6,0,100-500 t,Less than 30 m2
4,6,0,100-500 t,30-100 m2
4,6,0,100-500 t,100-300 m2
4,6,0,100-500 t,300-1000 m2
4,6,0,100-500 t,1000-5000 m2
4,6,0,100-500 t,Over 5000 m2
4,6,0,Over 500 t,Less than 30 m2
4,6,0,Over 500 t,30-100 m2
4,6,0,Over 500 t,100-300 m2
4,6,0,Over 500 t,300-1000 m2
4,6,0,Over 500 t,1000-5000 m2
4,6,0,Over 500 t,Over 5000 m2
5,1,0,Up to 1 t,Less than 30 m2
5,1,0,Up to 1 t,30-100 m2
5,1,0,Up to 1 t,100-300 m2
5,1,0,Up to 1 t,300-1000 m2
5,1,0,Up to 1 t,1000-5000 m2
5,1,0,Up to 1 t,Over 5000 m2
5,1,0,1-5 t,Less than 30 m2
5,1,0,1-5 t,30-100 m2
5,1,0,1-5 t,100-300 m2
5,1,0,1-5 t,300-1000 m2
5,1,0,1-5 t,1000-5000 m2
5,1,0,1-5 t,Over 5000 m2
5,1,0,5-20 t,Less than 30 m2
5,1,0,5-20 t,30-100 m2
5,1,0,5-20 t,100-300 m2
5,1,0,5-20 t,300-1000 m2
5,1,0,5-20 t,1000-5000 m2
5,1,0,5-20 t,Over 5000 m2
5,1,0,20-100 t,Less than 30 m2
5,1,0,20-100 t,30-100 m2
5,1,0,20-100 t,100-300 m2
5,1,0,20-100 t,300-1000 m2
5,1,0,20-100 t,1000-5000 m2
5,1,0,20-100 t,Over 5000 m2
5,1,27,100-500 t,Less than 30 m2
5,1,0,100-500 t,30-100 m2
5,1,0,100-500 t,100-300 m2
5,1,0,100-500 t,300-1000 m2
5,1,0,100-500 t,1000-5000 m2
5,1,0,100-500 t,Over 5000 m2
5,1,0,Over 500 t,Less than 30 m2
5,1,0,Over 500 t,30-100 m2
5,1,0,Over 500 t,100-300 m2
5,1,0,Over 500 t,300-1000 m2
5,1,0,Over 500 t,1000-5000 m2
5,1,0,Over 500 t,Over 5000 m2
5,2,0,Up to 1 t,Less than 30 m2
5,2,0,Up to 1 t,30-100 m2
5,2,0,Up to 1 t,100-300 m2
5,2,0,Up to 1 t,300-1000 m2
5,2,0,Up to 1 t,1000-5000 m2
5,2,0,Up to 1 t,Over 5000 m2
5,2,0,1-5 t,Less than 30 m2
5,2,0,1-5 t,30-100 m2
5,2,0,1-5 t,100-300 m2
5,2,0,1-5 t,300-1000 m2
5,2,0,1-5 t,1000-5000 m2
5,2,0,1-5 t,Over 5000 m2
5,2,0,5-20 t,Less than 30 m2
5,2,0,5-20 t,30-100 m2
5,2,0,5-20 t,100-300 m2
5,2,0,5-20 t,300-1000 m2
5,2,0,5-20 t,1000-5000 m2
5,2,0,5-20 t,Over 5000 m2
5,2,0,20-100 t,Less than 30 m2
5,2,0,20-100 t,30-100 m2
5,2,0,20-100 t,100-300 m2
5,2,0,20-100 t,300-1000 m2
5,2,0,20-100 t,1000-5000 m2
5,2,0,20-100 t,Over 5000 m2
5,2,0,100-500 t,Less than 30 m2
5,2,57,100-500 t,30-100 m2
5,2,0,100-500 t,100-300 m2
5,2,0,100-500 t,300-1000 m2
5,2,0,100-500 t,1000-5000 m2
5,2,0,100-500 t,Over 5000 m2
5,2,0,Over 500 t,Less than 30 m2
5,2,0,Over 500 t,30-100 m2
5,2,0,Over 500 t,100-300 m2
5,2,0,Over 500 t,300-1000 m2
5,2,0,Over 500 t,1000-5000 m2
5,2,0,Over 500 t,Over 5000 m2
5,3,0,Up to 1 t,Less than 30 m2
5,3,0,Up to 1 t,30-100 m2
5,3,0,Up to 1 t,100-300 m2
5,3,0,Up to 1 t,300-1000 m2
5,3,0,Up to 1 t,1000-5000 m2
5,3,0,Up to 1 t,Over 5000 m2
5,3,0,1-5 t,Less than 30 m2
5,3,0,1-5 t,30-100 m2
5,3,0,1-5 t,100-300 m2
5,3,0,1-5 t,300-1000 m2
5,3,0,1-5 t,1000-5000 m2
5,3,0,1-5 t,Over 5000 m2
5,3,0,5-20 t,Less than 30 m2
5,3,0,5-20 t,30-100 m2
5,3,0,5-20 t,100-300 m2
5,3,0,5-20 t,300-1000 m2
5,3,0,5-20 t,1000-5000 m2
5,3,0,5-20 t,Over 5000 m2
5,3,0,20-100 t,Less than 30 m2
5,3,0,20-100 t,30-100 m2
5,3,0,20-100 t,100-300 m2
5,3,0,20-100 t,300-1000 m2
5,3,0,20-100 t,1000-5000 m2
5,3,0,20-100 t,Over 5000 m2
5,3,0,100-500 t,Less than 30 m2
5,3,0,100-500 t,30-100 m2
5,3,171,100-500 t,100-300 m2
5,3,0,100-500 t,300-1000 m2
5,3,0,100-500 t,1000-5000 m2
5,3,0,100-500 t,Over 5000 m2
5,3,0,Over 500 t,Less than 30 m2
5,3,0,Over 500 t,30-100 m2
5,3,0,Over 500 t,100-300 m2
5,3,0,Over 500 t,300-1000 m2
5,3,0,Over 500 t,1000-5000 m2
5,3,0,Over 500 t,Over 5000 m2
5,4,0,Up to 1 t,Less than 30 m2
5,4,0,Up to 1 t,30-100 m2
5,4,0,Up to 1 t,100-300 m2
5,4,0,Up to 1 t,300-1000 m2
5,4,0,Up to 1 t,1000-5000 m2
5,4,0,Up to 1 t,Over 5000 m2
5,4,0,1-5 t,Less than 30 m2
5,4,0,1-5 t,30-100 m2
5,4,0,1-5 t,100-300 m2
5,4,0,1-5 t,300-1000 m2
5,4,0,1-5 t,1000-5000 m2
5,4,0,1-5 t,Over 5000 m2
5,4,0,5-20 t,Less than 30 m2
5,4,0,5-20 t,30-100 m2
5,4,0,5-20 t,100-300 m2
5,4,0,5-20 t,300-1000 m2
5,4,0,5-20 t,1000-5000 m2
5,4,0,5-20 t,Over 5000 m2
5,4,0,20-100 t,Less than 30 m2
5,4,0,20-100 t,30-100 m2
5,4,0,20-100 t,100-300 m2
5,4,0,20-100 t,300-1000 m2
5,4,0,20-100 t,1000-5000 m2
5,4,0,20-100 t,Over 5000 m2
5,4,0,100-500 t,Less than 30 m2
5,4,0,100-500 t,30-100 m2
5,4,0,100-500 t,100-300 m2
5,4,321,100-500 t,300-1000 m2
5,4,0,100-500 t,1000-5000 m2
5,4,0,100-500 t,Over 5000 m2
5,4,0,Over 500 t,Less than 30 m2
5,4,0,Over 500 t,30-100 m2
5,4,0,Over 500 t,100-300 m2
5,4,0,Over 500 t,300-1000 m2
5,4,0,Over 500 t,1000-5000 m2
5,4,0,Over 500 t,Over 5000 m2
5,5,0,Up to 1 t,Less than 30 m2
5,5,0,Up to 1 t,30-100 m2
5,5,0,Up to 1 t,100-300 m2
5,5,0,Up to 1 t,300-1000 m2
5,5,0,Up to 1 t,1000-5000 m2
5,5,0,Up to 1 t,Over 5000 m2
5,5,0,1-5 t,Less than 30 m2
5,5,0,1-5 t,30-100 m2
5,5,0,1-5 t,100-300 m2
5,5,0,1-5 t,300-1000 m2
5,5,0,1-5 t,1000-5000 m2
5,5,0,1-5 t,Over 5000 m2
5,5,0,5-20 t,Less than 30 m2
5,5,0,5-20 t,30-100 m2
5,5,0,5-20 t,100-300 m2
5,5,0,5-20 t,300-1000 m2
5,5,0,5-20 t,1000-5000 m2
5,5,0,5-20 t,Over 5000 m2
5,5,0,20-100 t,Less than 30 m2
5,5,0,20-100 t,30-100 m2
5,5,0,20-100 t,100-300 m2
5,5,0,20-100 t,300-1000 m2
5,5,0,20-100 t,1000-5000 m2
5,5,0,20-100 t,Over 5000 m2
5,5,0,100-500 t,Less than 30 m2
5,5,0,100-500 t,30-100 m2
5,5,0,100-500 t,100-300 m2
5,5,0,100-500 t,300-1000 m2
5,5,348,100-500 t,1000-5000 m2
5,5,0,100-500 t,Over 5000 m2
5,5,0,Over 500 t,Less than 30 m2
5,5,0,Over 500 t,30-100 m2
5,5,0,Over 500 t,100-300 m2
5,5,0,Over 500 t,300-1000 m2
5,5,0,Over 500 t,1000-5000 m2
5,5,0,Over 500 t,Over 5000 m2
5,6,0,Up to 1 t,Less than 30 m2
5,6,0,Up to 1 t,30-100 m2
5,6,0,Up to 1 t,100-300 m2
5,6,0,Up to 1 t,300-1000 m2
5,6,0,Up to 1 t,1000-5000 m2
5,6,0,Up to 1 t,Over 5000 m2
5,6,0,1-5 t,Less than 30 m2
5,6,0,1-5 t,30-100 m2
5,6,0,1-5 t,100-300 m2
5,6,0,1-5 t,300-1000 m2
5,6,0,1-5 t,1000-5000 m2
5,6,0,1-5 t,Over 5000 m2
5,6,0,5-20 t,Less than 30 m2
5,6,0,5-20 t,30-100 m2
5,6,0,5-20 t,100-300 m2
5,6,0,5-20 t,300-1000 m2
5,6,0,5-20 t,1000-5000 m2
5,6,0,5-20 t,Over 5000 m2
5,6,0,20-100 t,Less than 30 m2
5,6,0,20-100 t,30-100 m2
5,6,0,20-100 t,100-300 m2
5,6,0,20-100 t,300-1000 m2
5,6,0,20-100 t,1000-5000 m2
5,6,0,20-100 t,Over 5000 m2
5,6,0,100-500 t,Less than 30 m2
5,6,0,100-500 t,30-100 m2
5,6,0,100-500 t,100-300 m2
5,6,0,100-500 t,300-1000 m2
5,6,0,100-500 t,1000-5000 m2
5,6,153,100-500 t,Over 5000 m2
5,6,0,Over 500 t,Less than 30 m2
5,6,0,Over 500 t,30-100 m2
5,6,0,Over 500 t,100-300 m2
5,6,0,Over 500 t,300-1000 m2
5,6,0,Over 500 t,1000-5000 m2
5,6,0,Over 500 t,Over 5000 m2
6,1,0,Up to 1 t,Less than 30 m2
6,1,0,Up to 1 t,30-100 m2
6,1,0,Up to 1 t,100-300 m2
6,1,0,Up to 1 t,300-1000 m2
6,1,0,Up to 1 t,1000-5000 m2
6,1,0,Up to 1 t,Over 5000 m2
6,1,0,1-5 t,Less than 30 m2
6,1,0,1-5 t,30-100 m2
6,1,0,1-5 t,100-300 m2
6,1,0,1-5 t,300-1000 m2
6,1,0,1-5 t,1000-5000 m2
6,1,0,1-5 t,Over 5000 m2
6,1,0,5-20 t,Less than 30 m2
6,1,0,5-20 t,30-100 m2
6,1,0,5-20 t,100-300 m2
6,1,0,5-20 t,300-1000 m2
6,1,0,5-20 t,1000-5000 m2
6,1,0,5-20 t,Over 5000 m2
6,1,0,20-100 t,Less than 30 m2
6,1,0,20-100 t,30-100 m2
6,1,0,20-100 t,100-300 m2
6,1,0,20-100 t,300-1000 m2
6,1,0,20-100 t,1000-5000 m2
6,1,0,20-100 t,Over 5000 m2
6,1,0,100-500 t,Less than 30 m2
6,1,0,100-500 t,30-100 m2
6,1,0,100-500 t,100-300 m2
6,1,0,100-500 t,300-1000 m2
6,1,0,100-500 t,1000-5000 m2
6,1,0,100-500 t,Over 5000 m2
6,1,3,Over 500 t,Less than 30 m2
6,1,0,Over 500 t,30-100 m2
6,1,0,Over 500 t,100-300 m2
6,1,0,Over 500 t,300-1000 m2
6,1,0,Over 500 t,1000-5000 m2
6,1,0,Over 500 t,Over 5000 m2
6,2,0,Up to 1 t,Less than 30 m2
6,2,0,Up to 1 t,30-100 m2
6,2,0,Up to 1 t,100-300 m2
6,2,0,Up to 1 t,300-1000 m2
6,2,0,Up to 1 t,1000-5000 m2
6,2,0,Up to 1 t,Over 5000 m2
6,2,0,1-5 t,Less than 30 m2
6,2,0,1-5 t,30-100 m2
6,2,0,1-5 t,100-300 m2
6,2,0,1-5 t,300-1000 m2
6,2,0,1-5 t,1000-5000 m2
6,2,0,1-5 t,Over 5000 m2
6,2,0,5-20 t,Less than 30 m2
6,2,0,5-20 t,30-100 m2
6,2,0,5-20 t,100-300 m2
6,2,0,5-20 t,300-1000 m2
6,2,0,5-20 t,1000-5000 m2
6,2,0,5-20 t,Over 5000 m2
6,2,0,20-100 t,Less than 30 m2
6,2,0,20-100 t,30-100 m2
6,2,0,20-100 t,100-300 m2
6,2,0,20-100 t,300-1000 m2
6,2,0,20-100 t,1000-5000 m2
6,2,0,20-100 t,Over 5000 m2
6,2,0,100-500 t,Less than 30 m2
6,2,0,100-500 t,30-100 m2
6,2,0,100-500 t,100-300 m2
6,2,0,100-500 t,300-1000 m2
6,2,0,100-500 t,1000-5000 m2
6,2,0,100-500 t,Over 5000 m2
6,2,0,Over 500 t,Less than 30 m2
6,2,11,Over 500 t,30-100 m2
6,2,0,Over 500 t,100-300 m2
6,2,0,Over 500 t,300-1000 m2
6,2,0,Over 500 t,1000-5000 m2
6,2,0,Over 500 t,Over 5000 m2
6,3,0,Up to 1 t,Less than 30 m2
6,3,0,Up to 1 t,30-100 m2
6,3,0,Up to 1 t,100-300 m2
6,3,0,Up to 1 t,300-1000 m2
6,3,0,Up to 1 t,1000-5000 m2
6,3,0,Up to 1 t,Over 5000 m2
6,3,0,1-5 t,Less than 30 m2
6,3,0,1-5 t,30-100 m2
6,3,0,1-5 t,100-300 m2
6,3,0,1-5 t,300-1000 m2
6,3,0,1-5 t,1000-5000 m2
6,3,0,1-5 t,Over 5000 m2
6,3,0,5-20 t,Less than 30 m2
6,3,0,5-20 t,30-100 m2
6,3,0,5-20 t,100-300 m2
6,3,0,5-20 t,300-1000 m2
6,3,0,5-20 t,1000-5000 m2
6,3,0,5-20 t,Over 5000 m2
6,3,0,20-100 t,Less than 30 m2
6,3,0,20-100 t,30-100 m2
6,3,0,20-100 t,100-300 m2
6,3,0,20-100 t,300-1000 m2
6,3,0,20-100 t,1000-5000 m2
6,3,0,20-100 t,Over 5000 m2
6,3,0,100-500 t,Less than 30 m2
6,3,0,100-500 t,30-100 m2
6,3,0,100-500 t,100-300 m2
6,3,0,100-500 t,300-1000 m2
6,3,0,100-500 t,1000-5000 m2
6,3,0,100-500 t,Over 5000 m2
6,3,0,Over 500 t,Less than 30 m2
6,3,0,Over 500 t,30-100 m2
6,3,13,Over 500 t,100-300 m2
6,3,0,Over 500 t,300-1000 m2
6,3,0,Over 500 t,1000-5000 m2
6,3,0,Over 500 t,Over 5000 m2
6,4,0,Up to 1 t,Less than 30 m2
6,4,0,Up to 1 t,30-100 m2
6,4,0,Up to 1 t,100-300 m2
6,4,0,Up to 1 t,300-1000 m2
6,4,0,Up to 1 t,1000-5000 m2
6,4,0,Up to 1 t,Over 5000 m2
6,4,0,1-5 t,Less than 30 m2
6,4,0,1-5 t,30-100 m2
6,4,0,1-5 t,100-300 m2
6,4,0,1-5 t,300-1000 m2
6,4,0,1-5 t,1000-5000 m2
6,4,0,1-5 t,Over 5000 m2
6,4,0,5-20 t,Less than 30 m2
6,4,0,5-20 t,30-100 m2
6,4,0,5-20 t,100-300 m2
6,4,0,5-20 t,300-1000 m2
6,4,0,5-20 t,1000-5000 m2
6,4,0,5-20 t,Over 5000 m2
6,4,0,20-100 t,Less than 30 m2
6,4,0,20-100 t,30-100 m2
6,4,0,20-100 t,100-300 m2
6,4,0,20-100 t,300-1000 m2
6,4,0,20-100 t,1000-5000 m2
6,4,0,20-100 t,Over 5000 m2
6,4,0,100-500 t,Less than 30 m2
6,4,0,100-500 t,30-100 m2
6,4,0,100-500 t,100-300 m2
6,4,0,100-500 t,300-1000 m2
6,4,0,100-500 t,1000-5000 m2
6,4,0,100-500 t,Over 5000 m2
6,4,0,Over 500 t,Less than 30 m2
6,4,0,Over 500 t,30-100 m2
6,4,0,Over 500 t,100-300 m2
6,4,73,Over 500 t,300-1000 m2
6,4,0,Over 500 t,1000-5000 m2
6,4,0,Over 500 t,Over 5000 m2
6,5,0,Up to 1 t,Less than 30 m2
6,5,0,Up to 1 t,30-100 m2
6,5,0,Up to 1 t,100-300 m2
6,5,0,Up to 1 t,300-1000 m2
6,5,0,Up to 1 t,1000-5000 m2
6,5,0,Up to 1 t,Over 5000 m2
6,5,0,1-5 t,Less than 30 m2
6,5,0,1-5 t,30-100 m2
6,5,0,1-5 t,100-300 m2
6,5,0,1-5 t,300-1000 m2
6,5,0,1-5 t,1000-5000 m2
6,5,0,1-5 t,Over 5000 m2
6,5,0,5-20 t,Less than 30 m2
6,5,0,5-20 t,30-100 m2
6,5,0,5-20 t,100-300 m2
6,5,0,5-20 t,300-1000 m2
6,5,0,5-20 t,1000-5000 m2
6,5,0,5-20 t,Over 5000 m2
6,5,0,20-100 t,Less than 30 m2
6,5,0,20-100 t,30-100 m2
6,5,0,20-100 t,100-300 m2
6,5,0,20-100 t,300-1000 m2
6,5,0,20-100 t,1000-5000 m2
6,5,0,20-100 t,Over 5000 m2
6,5,0,100-500 t,Less than 30 m2
6,5,0,100-500 t,30-100 m2
6,5,0,100-500 t,100-300 m2
6,5,0,100-500 t,300-1000 m2
6,5,0,100-500 t,1000-5000 m2
6,5,0,100-500 t,Over 5000 m2
6,5,0,Over 500 t,Less than 30 m2
6,5,0,Over 500 t,30-100 m2
6,5,0,Over 500 t,100-300 m2
6,5,0,Over 500 t,300-1000 m2
6,5,229,Over 500 t,1000-5000 m2
6,5,0,Over 500 t,Over 5000 m2
6,6,0,Up to 1 t,Less than 30 m2
6,6,0,Up to 1 t,30-100 m2
6,6,0,Up to 1 t,100-300 m2
6,6,0,Up to 1 t,300-1000 m2
6,6,0,Up to 1 t,1000-5000 m2
6,6,0,Up to 1 t,Over 5000 m2
6,6,0,1-5 t,Less than 30 m2
6,6,0,1-5 t,30-100 m2
6,6,0,1-5 t,100-300 m2
6,6,0,1-5 t,300-1000 m2
6,6,0,1-5 t,1000-5000 m2
6,6,0,1-5 t,Over 5000 m2
6,6,0,5-20 t,Less than 30 m2
6,6,0,5-20 t,30-100 m2
6,6,0,5-20 t,100-300 m2
6,6,0,5-20 t,300-1000 m2
6,6,0,5-20 t,1000-5000 m2
6,6,0,5-20 t,Over 5000 m2
6,6,0,20-100 t,Less than 30 m2
6,6,0,20-100 t,30-100 m2
6,6,0,20-100 t,100-300 m2
6,6,0,20-100 t,300-1000 m2
6,6,0,20-100 t,1000-5000 m2
6,6,0,20-100 t,Over 5000 m2
6,6,0,100-500 t,Less than 30 m2
6,6,0,100-500 t,30-100 m2
6,6,0,100-500 t,100-300 m2
6,6,0,100-500 t,300-1000 m2
6,6,0,100-500 t,1000-5000 m2
6,6,0,100-500 t,Over 5000 m2
6,6,0,Over 500 t,Less than 30 m2
6,6,0,Over 500 t,30-100 m2
6,6,0,Over 500 t,100-300 m2
6,6,0,Over 500 t,300-1000 m2
6,6,0,Over 500 t,1000-5000 m2
6,6,405,Over 500 t,Over 5000 m2
